identifier,permno/dscd,region
1657,11659,usa
1658,11660,usa
1659,11661,usa
1660,11662,usa
1661,11663,usa
1662,11664,usa
1663,11665,usa
1664,11666,usa
1665,11667,usa
1666,11668,usa
1667,11669,usa
1668,11670,usa
1669,11671,usa
1670,11672,usa
1671,11673,usa
1672,11674,usa
1673,11675,usa
1674,11676,usa
1675,11677,usa
1676,11678,usa
1677,11679,usa
1678,11680,usa
1679,11681,usa
1680,11682,usa
1681,11683,usa
1682,11684,usa
1683,11685,usa
1684,11686,usa
1685,11687,usa
1686,11688,usa
1687,11689,usa
1688,11690,usa
1689,11691,usa
1690,11692,usa
1691,11693,usa
1692,11694,usa
1693,11695,usa
1694,11696,usa
1695,11697,usa
1696,11698,usa
1697,11699,usa
1698,11700,usa
1699,11701,usa
1700,11702,usa
1701,11703,usa
1702,11704,usa
1703,11705,usa
1704,11706,usa
1705,11707,usa
1706,11708,usa
1707,11709,usa
1708,11710,usa
1709,11711,usa
1710,11712,usa
1711,11713,usa
1712,11714,usa
1713,11715,usa
1714,11716,usa
1715,11717,usa
1716,11718,usa
1717,11719,usa
1718,11720,usa
1719,11721,usa
1720,11722,usa
1721,11723,usa
1722,11724,usa
1723,11725,usa
1724,11726,usa
1725,11727,usa
1726,11728,usa
1727,11729,usa
1728,11730,usa
1729,11731,usa
1730,11732,usa
1731,11733,usa
1732,11734,usa
1733,11735,usa
1734,11736,usa
1735,11737,usa
1736,11738,usa
1737,11739,usa
1738,11740,usa
1739,11741,usa
1740,11742,usa
1741,11743,usa
1742,11744,usa
1743,11745,usa
1744,11746,usa
1745,11747,usa
1746,11748,usa
1747,11749,usa
1748,11750,usa
1749,11751,usa
1750,11752,usa
1751,11753,usa
1752,11754,usa
1753,11755,usa
1754,11756,usa
1755,11757,usa
1756,11758,usa
1757,11759,usa
1758,11760,usa
1759,11761,usa
1760,11762,usa
1761,11763,usa
1762,11764,usa
1763,11765,usa
1764,11766,usa
1765,11767,usa
1766,11768,usa
1767,11769,usa
1768,11770,usa
1769,11771,usa
1770,11772,usa
1771,11773,usa
1772,11774,usa
1773,11775,usa
1774,11776,usa
1775,11777,usa
1776,11778,usa
1777,11779,usa
1778,11780,usa
1779,11781,usa
1780,11782,usa
1781,11783,usa
1782,11784,usa
1783,11785,usa
1784,11786,usa
1785,11787,usa
1786,11788,usa
1787,11789,usa
1788,11790,usa
1789,11791,usa
1790,11792,usa
1791,11793,usa
1792,11794,usa
1793,11795,usa
1794,11796,usa
1795,11797,usa
1796,11798,usa
1797,11799,usa
1798,11800,usa
1799,11801,usa
1800,11802,usa
1801,11803,usa
1802,11804,usa
1803,11805,usa
1804,11806,usa
1805,11807,usa
1806,11808,usa
1807,11809,usa
1808,11810,usa
1809,11811,usa
1810,11812,usa
1811,11813,usa
1812,11814,usa
1813,11815,usa
1814,11816,usa
1815,11817,usa
1816,11818,usa
1817,11819,usa
1818,11820,usa
1819,11821,usa
1820,11822,usa
1821,11823,usa
1822,11824,usa
1823,11825,usa
1824,11826,usa
1825,11827,usa
1826,11828,usa
1827,11829,usa
1828,11830,usa
1829,11831,usa
1830,11832,usa
1831,11833,usa
1832,11834,usa
1833,11835,usa
1834,11836,usa
1835,11837,usa
1836,11838,usa
1837,11839,usa
1838,11840,usa
1839,11841,usa
1840,11842,usa
1841,11843,usa
1842,11844,usa
1843,11845,usa
1844,11846,usa
1845,11847,usa
1846,11848,usa
1847,11849,usa
1848,11850,usa
1849,11851,usa
1850,11852,usa
1851,11853,usa
1852,11854,usa
1853,11855,usa
1854,11856,usa
1855,11857,usa
1856,11858,usa
1857,11859,usa
1858,11860,usa
1859,11861,usa
1860,11862,usa
1861,11863,usa
1862,11864,usa
1863,11865,usa
1864,11866,usa
1865,11867,usa
1866,11868,usa
1867,11869,usa
1868,11870,usa
1869,11871,usa
1870,11872,usa
1871,11873,usa
1872,11874,usa
1873,11875,usa
1874,11876,usa
1875,11877,usa
1876,11878,usa
1877,11879,usa
1878,11880,usa
1879,11881,usa
1880,11882,usa
1881,11883,usa
1882,11884,usa
1883,11885,usa
1884,11886,usa
1885,11887,usa
1886,11888,usa
1887,11889,usa
1888,11890,usa
1889,11891,usa
1890,11892,usa
1891,11893,usa
1892,11894,usa
1893,11895,usa
1894,11896,usa
1895,11897,usa
1896,11898,usa
1897,11899,usa
1898,11900,usa
1899,11901,usa
1900,11902,usa
1901,11903,usa
1902,11904,usa
1903,11905,usa
1904,11906,usa
1905,11907,usa
1906,11908,usa
1907,11909,usa
1908,11910,usa
1909,11911,usa
1910,11912,usa
1911,11913,usa
1912,11914,usa
1913,11915,usa
1914,11916,usa
1915,11917,usa
1916,11918,usa
1917,11919,usa
1918,11920,usa
1919,11921,usa
1920,11922,usa
1921,11923,usa
1922,11924,usa
1923,11925,usa
1924,11926,usa
1925,11927,usa
1926,11928,usa
1927,11929,usa
1928,11930,usa
1929,11931,usa
1930,11932,usa
1931,11933,usa
1932,11934,usa
1933,11935,usa
1934,11936,usa
1935,11937,usa
1936,11938,usa
1937,11939,usa
1938,11940,usa
1939,11941,usa
1940,11942,usa
1941,11943,usa
1942,11944,usa
1943,11945,usa
1944,11946,usa
1945,11947,usa
1946,11948,usa
1947,11949,usa
1948,11950,usa
1949,11951,usa
1950,11952,usa
1951,11953,usa
1952,11954,usa
1953,11955,usa
1954,11956,usa
1955,11957,usa
1956,11958,usa
1957,11959,usa
1958,11960,usa
1959,11961,usa
1960,11962,usa
1961,11963,usa
1962,11964,usa
1963,11965,usa
1964,11966,usa
1965,11967,usa
1966,11968,usa
1967,11969,usa
1968,11970,usa
1969,11971,usa
1970,11972,usa
1971,11973,usa
1972,11974,usa
1973,11975,usa
1974,11976,usa
1975,11977,usa
1976,11978,usa
1977,11979,usa
1978,11980,usa
1979,11981,usa
1980,11982,usa
1981,11983,usa
1982,11984,usa
1983,11985,usa
1984,11986,usa
1985,11987,usa
1986,11988,usa
1987,11989,usa
1988,11990,usa
1989,11991,usa
1990,11992,usa
1991,11993,usa
1992,11994,usa
1993,11995,usa
1994,11996,usa
1995,11997,usa
1996,11998,usa
1997,11999,usa
1998,12000,usa
1999,12001,usa
2000,12002,usa
2001,12003,usa
2002,12004,usa
2003,12005,usa
2004,12006,usa
2005,12007,usa
2006,12008,usa
2007,12009,usa
2008,12010,usa
2009,12011,usa
2010,12012,usa
2011,12013,usa
2012,12014,usa
2013,12015,usa
2014,12016,usa
2015,12017,usa
2016,12018,usa
2017,12019,usa
2018,12020,usa
2019,12021,usa
2020,12022,usa
2021,12023,usa
2022,12024,usa
2023,12025,usa
2024,12026,usa
2025,12027,usa
2026,12028,usa
2027,12029,usa
2028,12030,usa
2029,12031,usa
2030,12032,usa
2031,12033,usa
2032,12034,usa
2033,12035,usa
2034,12036,usa
2035,12037,usa
2036,12038,usa
2037,12039,usa
2038,12040,usa
2039,12041,usa
2040,12042,usa
2041,12043,usa
2042,12044,usa
2043,12045,usa
2044,12046,usa
2045,12047,usa
2046,12048,usa
2047,12049,usa
2048,12050,usa
2049,12051,usa
2050,12052,usa
2051,12053,usa
2052,12054,usa
2053,12055,usa
2054,12056,usa
2055,12057,usa
2056,12058,usa
2057,12059,usa
2058,12060,usa
2059,12061,usa
2060,12062,usa
2061,12063,usa
2062,12064,usa
2063,12065,usa
2064,12066,usa
2065,12067,usa
2066,12068,usa
2067,12069,usa
2068,12070,usa
2069,12071,usa
2070,12072,usa
2071,12073,usa
2072,12074,usa
2073,12075,usa
2074,12076,usa
2075,12077,usa
2076,12078,usa
2077,12079,usa
2078,12080,usa
2079,12081,usa
2080,12082,usa
2081,12083,usa
2082,12084,usa
2083,12085,usa
2084,12086,usa
2085,12087,usa
2086,12088,usa
2087,12089,usa
2088,12090,usa
2089,12091,usa
2090,12092,usa
2091,12093,usa
2092,12094,usa
2093,12095,usa
2094,12096,usa
2095,12097,usa
2096,12098,usa
2097,12099,usa
2098,12100,usa
2099,12101,usa
2100,12102,usa
2101,12103,usa
2102,12104,usa
2103,12105,usa
2104,12106,usa
2105,12107,usa
2106,12108,usa
2107,12109,usa
2108,12110,usa
2109,12111,usa
2110,12112,usa
2111,12113,usa
2112,12114,usa
2113,12115,usa
2114,12116,usa
2115,12117,usa
2116,12118,usa
2117,12119,usa
2118,12120,usa
2119,12121,usa
2120,12122,usa
2121,12123,usa
2122,12124,usa
2123,12125,usa
2124,12126,usa
2125,12127,usa
2126,12128,usa
2127,12129,usa
2128,12130,usa
2129,12131,usa
2130,12132,usa
2131,12133,usa
2132,12134,usa
2133,12135,usa
2134,12136,usa
2135,12137,usa
2136,12138,usa
2137,12139,usa
2138,12140,usa
2139,12141,usa
2140,12142,usa
2141,12143,usa
2142,12144,usa
2143,12145,usa
2144,12146,usa
2145,12147,usa
2146,12148,usa
2147,12149,usa
2148,12150,usa
2149,12151,usa
2150,12152,usa
2151,12153,usa
2152,12154,usa
2153,12155,usa
2154,12156,usa
2155,12157,usa
2156,12158,usa
2157,12159,usa
2158,12160,usa
2159,12161,usa
2160,12162,usa
2161,12163,usa
2162,12164,usa
2163,12165,usa
2164,12166,usa
2165,12167,usa
2166,12168,usa
2167,12169,usa
2168,12170,usa
2169,12171,usa
2170,12172,usa
2171,12173,usa
2172,12174,usa
2173,12175,usa
2174,12176,usa
2175,12177,usa
2176,12178,usa
2177,12179,usa
2178,12180,usa
2179,12181,usa
2180,12182,usa
2181,12183,usa
2182,12184,usa
2183,12185,usa
2184,12186,usa
2185,12187,usa
2186,12188,usa
2187,12189,usa
2188,12190,usa
2189,12191,usa
2190,12192,usa
2191,12193,usa
2192,12194,usa
2193,12195,usa
2194,12196,usa
2195,12197,usa
2196,12198,usa
2197,12199,usa
2198,12200,usa
2199,12201,usa
2200,12202,usa
2201,12203,usa
2202,12204,usa
2203,12205,usa
2204,12206,usa
2205,12207,usa
2206,12208,usa
2207,12209,usa
2208,12210,usa
2209,12211,usa
2210,12212,usa
2211,12213,usa
2212,12214,usa
2213,12215,usa
2214,12216,usa
2215,12217,usa
2216,12218,usa
2217,12219,usa
2218,12220,usa
2219,12221,usa
2220,12222,usa
2221,12223,usa
2222,12224,usa
2223,12225,usa
2224,12226,usa
2225,12227,usa
2226,12228,usa
2227,12229,usa
2228,12230,usa
2229,12231,usa
2230,12232,usa
2231,12233,usa
2232,12234,usa
2233,12235,usa
2234,12236,usa
2235,12237,usa
2236,12238,usa
2237,12239,usa
2238,12240,usa
2239,12241,usa
2240,12242,usa
2241,12243,usa
2242,12244,usa
2243,12245,usa
2244,12246,usa
2245,12247,usa
2246,12248,usa
2247,12249,usa
2248,12250,usa
2249,12251,usa
2250,12252,usa
2251,12253,usa
2252,12254,usa
2253,12255,usa
2254,12256,usa
2255,12257,usa
2256,12258,usa
2257,12259,usa
2258,12260,usa
2259,12261,usa
2260,12262,usa
2261,12263,usa
2262,12264,usa
2263,12265,usa
2264,12266,usa
2265,12267,usa
2266,12268,usa
2267,12269,usa
2268,12270,usa
2269,12271,usa
2270,12272,usa
2271,12273,usa
2272,12274,usa
2273,12275,usa
2274,12276,usa
2275,12277,usa
2276,12278,usa
2277,12279,usa
2278,12280,usa
2279,12281,usa
2280,12282,usa
2281,12283,usa
2282,12284,usa
2283,12285,usa
2284,12286,usa
2285,12287,usa
2286,12288,usa
2287,12289,usa
2288,12290,usa
2289,12291,usa
2290,12292,usa
2291,12293,usa
2292,12294,usa
2293,12295,usa
2294,12296,usa
2295,12297,usa
2296,12298,usa
2297,12299,usa
2298,12300,usa
2299,12301,usa
2300,12302,usa
2301,12303,usa
2302,12304,usa
2303,12305,usa
2304,12306,usa
2305,12307,usa
2306,12308,usa
2307,12309,usa
2308,12310,usa
2309,12311,usa
2310,12312,usa
2311,12313,usa
2312,12314,usa
2313,12315,usa
2314,12316,usa
2315,12317,usa
2316,12318,usa
2317,12319,usa
2318,12320,usa
2319,12321,usa
2320,12322,usa
2321,12323,usa
2322,12324,usa
2323,12325,usa
2324,12326,usa
2325,12327,usa
2326,12328,usa
2327,12329,usa
2328,12330,usa
2329,12331,usa
2330,12332,usa
2331,12333,usa
2332,12334,usa
2333,12335,usa
2334,12336,usa
2335,12337,usa
2336,12338,usa
2337,12339,usa
2338,12340,usa
2339,12341,usa
2340,12342,usa
2341,12343,usa
2342,12344,usa
2343,12345,usa
2344,12346,usa
2345,12347,usa
2346,12348,usa
2347,12349,usa
2348,12350,usa
2349,12351,usa
2350,12352,usa
2351,12353,usa
2352,12354,usa
2353,12355,usa
2354,12356,usa
2355,12357,usa
2356,12358,usa
2357,12359,usa
2358,12360,usa
2359,12362,usa
2360,12363,usa
2361,12364,usa
2362,12365,usa
2363,12366,usa
2364,12367,usa
2365,12368,usa
2366,12369,usa
2367,12370,usa
2368,12371,usa
2369,12372,usa
2370,12373,usa
2371,12374,usa
2372,12375,usa
2373,12376,usa
2374,12377,usa
2375,12378,usa
2376,12379,usa
2377,12380,usa
2378,12381,usa
2379,12382,usa
2380,12383,usa
2381,12384,usa
2382,12385,usa
2383,12386,usa
2384,12387,usa
2385,12388,usa
2386,12389,usa
2387,12390,usa
2388,12391,usa
2389,12392,usa
2390,12394,usa
2391,12395,usa
2392,12396,usa
2393,12397,usa
2394,12398,usa
2395,12399,usa
2396,12400,usa
2397,12401,usa
2398,12402,usa
2399,12403,usa
2400,12405,usa
2401,12406,usa
2402,12407,usa
2403,12408,usa
2404,12409,usa
2405,12410,usa
2406,12411,usa
2407,12412,usa
2408,12413,usa
2409,12415,usa
2410,12416,usa
2411,12423,usa
2412,12424,usa
2413,12431,usa
2414,12432,usa
2415,12437,usa
2416,12438,usa
2417,12439,usa
2418,12440,usa
2419,12441,usa
2420,12442,usa
2421,12443,usa
2422,12444,usa
2423,12445,usa
2424,12446,usa
2425,12447,usa
2426,12448,usa
2427,12449,usa
2428,12450,usa
2429,12451,usa
2430,12452,usa
2431,12453,usa
2432,12454,usa
2433,12455,usa
2434,12456,usa
2435,12457,usa
2436,12458,usa
2437,12459,usa
2438,12460,usa
2439,12461,usa
2440,12462,usa
2441,12463,usa
2442,12464,usa
2443,12465,usa
2444,12466,usa
2445,12467,usa
2446,12468,usa
2447,12469,usa
2448,12470,usa
2449,12471,usa
2450,12472,usa
2451,12473,usa
2452,12474,usa
2453,12475,usa
2454,12476,usa
2455,12477,usa
2456,12478,usa
2457,12479,usa
2458,12480,usa
2459,12481,usa
2460,12482,usa
2461,12483,usa
2462,12484,usa
2463,12485,usa
2464,12486,usa
2465,12487,usa
2466,12488,usa
2467,12489,usa
2468,12490,usa
2469,12491,usa
2470,12492,usa
2471,12493,usa
2472,12494,usa
2473,12495,usa
2474,12496,usa
2475,12497,usa
2476,12498,usa
2477,12499,usa
2478,12500,usa
2479,12501,usa
2480,12502,usa
2481,12503,usa
2482,12504,usa
2483,12505,usa
2484,12506,usa
2485,12507,usa
2486,12508,usa
2487,12509,usa
2488,12510,usa
2489,12511,usa
2490,12512,usa
2491,12513,usa
2492,12514,usa
2493,12515,usa
2494,12516,usa
2495,12517,usa
2496,12518,usa
2497,12519,usa
2498,12520,usa
2499,12521,usa
2500,12522,usa
2501,12523,usa
2502,12524,usa
2503,12525,usa
2504,12526,usa
2505,12527,usa
2506,12528,usa
2507,12529,usa
2508,12530,usa
2509,12531,usa
2510,12532,usa
2511,12533,usa
2512,12534,usa
2513,12535,usa
2514,12536,usa
2515,12537,usa
2516,12538,usa
2517,12539,usa
2518,12540,usa
2519,12541,usa
2520,12542,usa
2521,12543,usa
2522,12544,usa
2523,12545,usa
2524,12546,usa
2525,12547,usa
2526,12548,usa
2527,12549,usa
2528,12550,usa
2529,12551,usa
2530,12552,usa
2531,12553,usa
2532,12554,usa
2533,12555,usa
2534,12556,usa
2535,12557,usa
2536,12558,usa
2537,12559,usa
2538,12560,usa
2539,12561,usa
2540,12562,usa
2541,12563,usa
2542,12564,usa
2543,12565,usa
2544,12566,usa
2545,12567,usa
2546,12568,usa
2547,12569,usa
2548,12570,usa
2549,12571,usa
2550,12572,usa
2551,12573,usa
2552,12574,usa
2553,12575,usa
2554,12576,usa
2555,12577,usa
2556,12578,usa
2557,12579,usa
2558,12580,usa
2559,12581,usa
2560,12582,usa
2561,12583,usa
2562,12584,usa
2563,12585,usa
2564,12586,usa
2565,12587,usa
2566,12588,usa
2567,12589,usa
2568,12590,usa
2569,12591,usa
2570,12592,usa
2571,12593,usa
2572,12594,usa
2573,12595,usa
2574,12596,usa
2575,12597,usa
2576,12598,usa
2577,12599,usa
2578,12600,usa
2579,12601,usa
2580,12602,usa
2581,12603,usa
2582,12604,usa
2583,12605,usa
2584,12606,usa
2585,12607,usa
2586,12608,usa
2587,12609,usa
2588,12610,usa
2589,12611,usa
2590,12612,usa
2591,12613,usa
2592,12614,usa
2593,12615,usa
2594,12616,usa
2595,12617,usa
2596,12618,usa
2597,12619,usa
2598,12620,usa
2599,12621,usa
2600,12622,usa
2601,12623,usa
2602,12624,usa
2603,12625,usa
2604,12626,usa
2605,12627,usa
2606,12628,usa
2607,12629,usa
2608,12630,usa
2609,12631,usa
2610,12632,usa
2611,12633,usa
2612,12634,usa
2613,12635,usa
2614,12636,usa
2615,12637,usa
2616,12638,usa
2617,12639,usa
2618,12640,usa
2619,12641,usa
2620,12642,usa
2621,12643,usa
2622,12644,usa
2623,12645,usa
2624,12646,usa
2625,12647,usa
2626,12648,usa
2627,12649,usa
2628,12650,usa
2629,12651,usa
2630,12652,usa
2631,12653,usa
2632,12654,usa
2633,12655,usa
2634,12656,usa
2635,12657,usa
2636,12658,usa
2637,12659,usa
2638,12660,usa
2639,12661,usa
2640,12662,usa
2641,12663,usa
2642,12664,usa
2643,12665,usa
2644,12666,usa
2645,12667,usa
2646,12668,usa
2647,12669,usa
2648,12670,usa
2649,12671,usa
2650,12672,usa
2651,12673,usa
2652,12674,usa
2653,12675,usa
2654,12676,usa
2655,12677,usa
2656,12678,usa
2657,12679,usa
2658,12680,usa
2659,12681,usa
2660,12682,usa
2661,12683,usa
2662,12684,usa
2663,12685,usa
2664,12686,usa
2665,12687,usa
2666,12688,usa
2667,12689,usa
2668,12690,usa
2669,12691,usa
2670,12692,usa
2671,12693,usa
2672,12694,usa
2673,12695,usa
2674,12696,usa
2675,12697,usa
2676,12698,usa
2677,12699,usa
2678,12700,usa
2679,12706,usa
2680,12707,usa
2681,12714,usa
2682,12715,usa
2683,12717,usa
2684,12718,usa
2685,12719,usa
2686,12720,usa
2687,12722,usa
2688,12723,usa
2689,12725,usa
2690,12726,usa
2691,12727,usa
2692,12728,usa
2693,12729,usa
2694,12730,usa
2695,12731,usa
2696,12732,usa
2697,12733,usa
2698,12734,usa
2699,12735,usa
2700,12736,usa
2701,12737,usa
2702,12738,usa
2703,12739,usa
2704,12740,usa
2705,12741,usa
2706,12742,usa
2707,12743,usa
2708,12744,usa
2709,12745,usa
2710,12746,usa
2711,12747,usa
2712,12748,usa
2713,12749,usa
2714,12750,usa
2715,12751,usa
2716,12752,usa
2717,12753,usa
2718,12754,usa
2719,12755,usa
2720,12756,usa
2721,12757,usa
2722,12758,usa
2723,12759,usa
2724,12760,usa
2725,12761,usa
2726,12762,usa
2727,12763,usa
2728,12764,usa
2729,12765,usa
2730,12766,usa
2731,12767,usa
2732,12768,usa
2733,12769,usa
2734,12770,usa
2735,12771,usa
2736,12772,usa
2737,12773,usa
2738,12774,usa
2739,12775,usa
2740,12776,usa
2741,12777,usa
2742,12778,usa
2743,12779,usa
2744,12780,usa
2745,12781,usa
2746,12782,usa
2747,12783,usa
2748,12784,usa
2749,12785,usa
2750,12786,usa
2751,12787,usa
2752,12788,usa
2753,12789,usa
2754,12791,usa
2755,12792,usa
2756,12793,usa
2757,12794,usa
2758,12795,usa
2759,12796,usa
2760,12797,usa
2761,12798,usa
2762,12799,usa
2763,12802,usa
2764,12803,usa
2765,12810,usa
2766,12811,usa
2767,12826,usa
2768,12827,usa
2769,12828,usa
2770,12829,usa
2771,12830,usa
2772,12831,usa
2773,12832,usa
2774,12833,usa
2775,12834,usa
2776,12835,usa
2777,12836,usa
2778,12837,usa
2779,12838,usa
2780,12839,usa
2781,12840,usa
2782,12841,usa
2783,12842,usa
2784,12843,usa
2785,12844,usa
2786,12845,usa
2787,12846,usa
2788,12847,usa
2789,12848,usa
2790,12849,usa
2791,12850,usa
2792,12851,usa
2793,12852,usa
2794,12853,usa
2795,12854,usa
2796,12855,usa
2797,12856,usa
2798,12857,usa
2799,12858,usa
2800,12859,usa
2801,12860,usa
2802,12861,usa
2803,12862,usa
2804,12863,usa
2805,12864,usa
2806,12865,usa
2807,12866,usa
2808,12867,usa
2809,12868,usa
2810,12869,usa
2811,12870,usa
2812,12871,usa
2813,12872,usa
2814,12873,usa
2815,12874,usa
2816,12875,usa
2817,12876,usa
2818,12877,usa
2819,12878,usa
2820,12879,usa
2821,12880,usa
2822,12881,usa
2823,12882,usa
2824,12883,usa
2825,12884,usa
2826,12885,usa
2827,12886,usa
2828,12887,usa
2829,12888,usa
2830,12889,usa
2831,12890,usa
2832,12891,usa
2833,12892,usa
2834,12893,usa
2835,12894,usa
2836,12895,usa
2837,12896,usa
2838,12897,usa
2839,12898,usa
2840,12899,usa
2841,12900,usa
2842,12901,usa
2843,12902,usa
2844,12903,usa
2845,12904,usa
2846,12905,usa
2847,12906,usa
2848,12907,usa
2849,12908,usa
2850,12909,usa
2851,12910,usa
2852,12911,usa
2853,12912,usa
2854,12913,usa
2855,12914,usa
2856,12915,usa
2857,12916,usa
2858,12917,usa
2859,12918,usa
2860,12919,usa
2861,12920,usa
2862,12921,usa
2863,12922,usa
2864,12923,usa
2865,12924,usa
2866,12925,usa
2867,12926,usa
2868,12927,usa
2869,12928,usa
2870,12933,usa
2871,12934,usa
2872,12941,usa
2873,12942,usa
2874,12946,usa
2875,12947,usa
2876,12948,usa
2877,12949,usa
2878,12950,usa
2879,12951,usa
